videoID,title,clickbait
E1KkQrFEl2I,,1
udFxKZRyQt4,,1
OuDBWQaXaRc,,1
x2WASA8bb-I,,1
h6osNS72sG8,,1
tXorl_Ms_I0,,1
lS3fpQUphc8,,1
sCsT4J9bAJs,,1
C7WFwgDRStM,,1
B3ZlkT8_rvY,,1
T_5ZYJBgQyM,,1
Rt78MqJDozY,,1
BNEfW3uoKCY,,1
iKOMN98DzQA,,1
0pilGprdpKo,,1
GbzPyudf0zc,,1
YOk9IBbIuYo,,1
YzedyR7-MSM,,1
FZr61OKJ0Nw,,1
wqbzd46F3YM,,1
6OiLWrJT9-A,,1
eLHBGigq4zk,,1
nRNCuNcuL0A,,1
FKkhzioZVD0,,1
ibIl5l2JywY,,1
3cB_9AMyaEI,,1
PlcpDAhF-NM,,1
ID2ySNABkMg,,1
U06rCBIKM5M,,1
7WzCwTLeZ2w,,1
QImCld9YubE,,1
BSypUV6QUNw,,1
M7CkdB5z9PY,,1
dSu5sXmsur4,,1
xxFqPNPJuU8,,1
wbR-5mHI6bo,,1
BtN-goy9VOY,,1
zQGOcOUBi6s,,1
sNhhvQGsMEc,,1
9tbxDgcv74c,,1
DLUbsXYbrR8,,1
rdU1dKPernE,,1
K3RgaK_RFDo,,1
h5NvTTOlOtI,,1
2fKIaalk4_w,,1
7IKab3HcfFk,,1
_B6vtMa-US4,,1
4Zsaj_9Zpjc,,1
vdD0yMS40a0,,1
brLGZLrEaco,,1
Mtkqr3oLa-I,,1
2V6uPEXECMQ,,1
jwzlUgx8U9Q,,1
onq9ixC7OEg,,1
pir_muTzYM8,,1
CZFOQDCmCyo,,1
W9LpGfouNKA,,1
72Ggdv8b-XI,,1
0dCDdRdhnaI,,1
mQYL_88MOe0,,1
nqMKsjjIwdA,,1
YI3tsmFsrOg,,1
3mnSDifDSxQ,,1
JyECrGp-Sw8,,1
jAhjPd4uNFY,,1
h6fcK_fRYaI,,1
UjtOGPJ0URM,,1
1WEAJ-DFkHE,,1
iU34s9rbPoE,,1
VkezQMb1DHw,,1
8dns1kLYOpY,,1
Ke1knD1Uip0,,1
chHQi3Cuem8,,1
rIfdg_Ot-LI,,1
4nvTxiMYAvQ,,1
FZZWy_W4G7A,,1
iGEpELr5MFk,,1
xCc15SI1I2Q,,1
0e3GPea1Tyg,,1
3NCi0RqkA3Q,,1
YI1P35FFOFg,,1
nOpRFob5mmc,,1
0A0Fl2bMihM,,1
bGEF3Kz-RBU,,1
GeOMK65YuLQ,,1
Cpsm9pcnQ2s,,1
R2QuFcck48U,,1
UtrWZiQz-Og,,1
b5Oy29TEVOE,,1
7PeDk9LD_Xg,,1
ozdL1lEA3Bg,,1
EEb3fANRyWU,,1
ABtcoZG0-oM,,1
4_aOIA-vyBo,,1
5iPH-br_eJQ,,1
ulCdoCfw-bY,,1
yWO-cvGETRQ,,1
1AElONvi9WQ,,1
9P6rdqiybaw,,1
Da-2h2B4faU,,1
e-P5IFTqB98,,1
7_e0CA_nhaE,,1
dGiQaabX3_o,,1
pP44EPBMb8A,,1
tlTKTTt47WE,,1
p_8yK2kmxoo,,1
PaErPyEnDvk,,1
uqKGREZs6-w,,1
rhFK5_Nx9xY,,1
oakWgLqCwUc,,1
v3y8AIEX_dU,,1
mZsaaturR6E,,1
-DMY72sBZn8,,1
uN5-rrHGV-E,,1
UDLWR0tIRIg,,1
0BRC09lT1HM,,1
wWRI7Ma4q3M,,1
4ZX9T0kWb4Y,,1
_GfZtDhIR5o,,1
OWySqLevsk8,,1
VOJRRhTsYWU,,1
OyWtPQfehKc,,1
ep_9RtAbwog,,1
2G84mU3WPaE,,1
akeVPZLZejY,,1
Ycp_h_VYt7s,,1
qNOGJzqyMmI,,1
hmUg-_BY3HM,,1
Krr5tXY4RBs,,1
xkOStqQtFZ4,,1
_bsSZVpJw9g,,1
Wgear90JevU,,1
4d8BTiF0UiU,,1
O14j0tVaHBA,,1
CDzIhgPwlYI,,1
KDTC4mwxYn8,,1
FFUZ1XhBS_A,,1
VN_8IZ06lks,,1
Rt680B5cL58,,1
zAWhrTEWaaU,,1
e3as0uDz7xk,,1
W-krqeIwtpo,,1
9CunwUs08og,,1
bDMbV6ui-lo,,1
8nQolfbymgo,,1
pgIMVh9vL3w,,1
kl39KHS07Xc,,1
MBRqu0YOH14,,1
zBkVCpbNnkU,,1
H6u0VBqNBQ8,,1
-O5kNPlUV7w,,1
RS7IzU2VJIQ,,1
hmNqgkHWfGg,,1
RC-YvQFcoe0,,1
H50wW4eAFKo,,1
UmbEXskS0-4,,1
zb58b7ob2yQ,,1
HTN94yuACOM,,1
iyzMSevpT2I,,1
M389FFGx_Dc,,1
6JOJqdMGHxk,,1
iTFuQ5B9-lI,,1
1OfxlSG6q5Y,,1
xWL40q3DMoQ,,1
k9J4H5gkLqw,,1
Ys3x5qY21mg,,1
CizFMRHlzI4,,1
N1SjWtOSJus,,1
vhEKfh98KII,,1
WznSuuJ9X6E,,1
euXhuA1aZUc,,1
MvkdMW60BSc,,1
It9D08W8Z7o,,1
KrpRrd_RoLI,,1
Gv-2-kTtAc8,,1
eeVWDNNPV8g,,1
pK5SlXBWqxI,,1
fV9Gxn67WbQ,,1
hM7ad8oZp6A,,1
NIVkBs7oWDI,,1
Y4iVQdf2w2A,,1
tDr2uI-q-MI,,1
8PmM6SUn7Es,,1
ck4RGeoHFko,,1
YbgnlkJPga4,,1
oHHSSJDJ4oo,,1
ipVxxxqwBQw,,1
B3QTAgHlwEg,,1
y8XvQNt26KI,,1
uFk0mgljtns,,1
dqwpQarrDwk,,1
f9uZ0REjIjo,,1
NMo3nZHVrZ4,,1
WPPPFqsECz0,,1
h4Uu5eyN6VU,,1
ouAccsTzlGU,,1
rvskMHn0sqQ,,1
iFgwCP4giWQ,,1
LmAG8-V_WQY,,1
PKV70GbS_TI,,1
t8Us8iocRh4,,1
Nwvxvha6FPg,,1
MKpSBGk1pUs,,1
Qa8IfEeBJqk,,1
V4Z8EdiJxgk,,1
vqKgcoA8Kbc,,1
-ufSZMnGKBI,,1
HnwHTfxqFeo,,1
ASp3pLNdYMw,,1
0Dl_-cjfoDc,,1
FaB41TtgS54,,1
yS1ibDImAYU,,1
NxvQPzrg2Wg,,1
NtQkz0aRDe8,,1
kP15q815Saw,,1
5TbUxGZtwGI,,1
FfgT6zx4k3Q,,1
OmLkNk3QJ4Q,,1
B3C7EFPo55o,,1
iRe8zVCjCNw,,1
jkFuTBJGvwM,,1
G77ev9pks4I,,1
niTiDEK6V9s,,1
uWDSPUe38Ws,,1
kDlnm_ZTOTY,,1
B7HdyOZ0N9o,,1
obIWs9p0boE,,1
NjafXpZTZIQ,,1
KrobEUdHzk0,,1
EHwg2mSimGw,,1
PsDNvLaDfxo,,1
N8I_S9Dv0Kg,,1
9xP_4Nw4Ai8,,1
LdvuUH0ykyQ,,1
l30V426-_S4,,1
3CJZli1VFQg,,1
ZHGtw9d7Wl0,,1
9c1jGxB1kyU,,1
9GjKn5KyAd0,,1
6X4jqMUtCwI,,1
8CilfQ1FeVg,,1
u4mYGYhyS-A,,1
ESh6bid20ZA,,1
OrRDekltDOQ,,1
C7FUVtnRR38,,1
RA5UiLYWdbM,,1
d6GtGbI-now,,1
eKFrZNXB29M,,1
lkK0Wx2NE4A,,1
tcQVrD7RnNI,,1
OORgGf-v45U,,1
uqjd3vP6FYA,,1
acUPB5pQgmY,,1
NcQp-fNptYc,,1
KGUjyDpuvKQ,,1
pVbDm6ecfww,,1
170IRR9bZNM,,1
15C5az_NqwU,,1
43r_E356UlQ,,1
WBwi_NdV6SM,,1
uQeoT6uwEMM,,1
Ll3iyvbsRDM,,1
Mh5LY4Mz15o,,1
m8aolsTy55I,,1
FgRkN-guXB8,,1
tFdnCzfJPJ0,,1
MS_KFcSZaLs,,1
Qx9ZigGGXps,,1
NX4BEkNKxUc,,1
CIizZhnwJlM,,1
mPF9f-PLDPc,,1
cxuU-bFqapw,,1
gMqGThfUpxc,,1
xjm_r32P6PE,,1
uQvSWaczXJk,,1
i_oLsQfRfOc,,1
9DiHy5ZHzN0,,1
Qct6LKbneKQ,,1
azpxUnIgsts,,1
50m2Q7wPUFg,,1
5WYDx3XnJ64,,1
9pvjDY5w9SY,,1
RMWNvwLiXIQ,,1
gzaIHdjLIyM,,1
WbvO3pp-hsE,,1
33-8xUvoRwM,,1
KdcWR9t-uo4,,1
KsNEKPXNheE,,1
j7M5q4B2pSE,,1
VGVsa0Fp8aM,,1
niuCpSOX_jI,,1
Fjh1kwOzr7c,,1
VRm4pjbMfYY,,1
kMmpWfk-Qm8,,1
fU4RIsK7ioo,,1
GjTmLZifXG8,,1
RHMg5J-eTLA,,1
sxWa7LTRvbo,,1
jQ58UEXrFzs,,1
ufB4_jWNIzw,,1
CPD0CVbDz4U,,1
UHI4ufMSLpI,,1
0UB682mwFiA,,1
231fwKCvA54,,1
z-85xXgFHlE,,1
Rn0KNAi1BsY,,1
JhgN2FVENSE,,1
YRPlscod34Y,,1
4ZsbkMrSeq0,,1
-6AEpecXg-4,,1
ZtJR4jxUK-E,,1
_9OY4ZDnXn8,,1
sWMsNk_SPa0,,1
9Mt6Iwnuu98,,1
MMa44cMveV0,,1
tU9tBXMMTG4,,1
c3WHTfisjII,,1
-LMGBjU9VHE,,1
8dsQeM7bRtU,,1
RRboLWKxlLQ,,1
mjV7jewibBo,,1
tpK2BX5V3mU,,1
lfWHyi-3VKs,,1
qTEk-bgB7rs,,1
sxs_FrV6r6k,,1
-d8gcfbjoZM,,1
593rf4iPRHY,,1
_N8k0u75eLQ,,1
pKajdfaBLPM,,1
RpuRYyCNQao,,1
o8NPllzkFhE,,1
dbJ1PDNCrC4,,1
QgAcKuX0ep8,,1
TAiQdIexu5w,,1
TmNa4y-K5Z8,,1
Q24eUkZ9grA,,1
6iSNinCzKTw,,1
4BxL_XrcJrU,,1
ZsvZsVPhTVs,,1
GW2l7X7wdtw,,1
Z5fEVkArJOE,,1
klTvEwg3oJ4,,1
Qz0KTGYJtUk,,1
Y_FthidAvsk,,1
8PhdfcX9tG0,,1
rsXQInxxzBU,,1
d1YgYezAQpg,,1
5EPSfhkT6qk,,1
b2CM9oV-Jhc,,1
qNy-6L_xTC0,,1
aO3JgPUJ6iQ,,1
XobSAXZaKJ8,,1
Pnr5bUJaxqo,,1
-UrdExQW0cs,,1
RUx0jseBzVo,,1
pTn6Ewhb27k,,1
5IZ6ObjdkPA,,1
g-9RcbQIQWE,,1
1sox2Ej2dNY,,1
1ypOUn6rThM,,1
lcB0y_bRsPk,,1
kXV608_KsHA,,1
_AD7tSwoWX4,,1
KYOsPUantFM,,1
HpcMKZUs2QY,,1
ItCKu_WlejA,,1
pxE9jTx9BK4,,1
1WwGneY9rhQ,,1
A-LpG6siR5E,,1
T4D-D_eDLeA,,1
rTfxjtSaBPY,,1
LQ6lO-FF53I,,1
VF51tDfH8_4,,1
XGo4PJd1lng,,1
JJilnzWpUdI,,1
eX-X9BXMOiM,,1
xxJyQkE_Zu8,,1
kNebEje924M,,1
xp7JqUJgsXQ,,1
uG6lx8-hoWQ,,1
Fd8Z2ZGyORc,,1
e_6jTYfU0Ns,,1
S7853NGkZOg,,1
QeBaG2Hy6uk,,1
IvblRszSYXs,,1
iKT7oPFSxGk,,1
9Ilnnne01So,,1
QHCJ_ITAry8,,1
q_bsru2PXBk,,1
JAASUvriKSI,,1
5k219ud_Xz0,,1
XiCwDRzLHDk,,1
vrk40pZ8Kc8,,1
bPTSSHRnnWw,,1
hz8vFcUv-B4,,1
ETd5izCJMik,,1
qBIi7DfxflY,,1
s-D_Lb6OrhM,,1
6sVk9kBtg9E,,1
9OlhAWrhpM8,,1
aN4Np9yf16o,,1
JtRmmTOtfp0,,1
FKyrni9s8Ew,,1
T93uFabRiow,,1
ihQzC-E0CHI,,1
h3AjUFRYL6c,,1
cBhpBLtauKI,,1
o4i3dhy5kAw,,1
kaYR2vqtgZM,,1
3SNKflKhCUo,,1
HTri8y9Ia5E,,1
KDJHjrgGVYQ,,1
JJTxsdoGeCA,,1
yB9Szngg_yQ,,1
IX6l3Bkh3RM,,1
ExwqNreocpg,,1
LhfzAxJhGW0,,1
YJJ64m3xu5E,,1
5b9zd5WZ3i8,,1
hWvIjyKm1sQ,,1
ofzZWjxgkjQ,,1
Bm7L-2J52GU,,1
Ll6-eGDpimU,,1
_rBO8neWw04,,1
5R29SVVRvvs,,1
QONYgiQGUKI,,1
xVWGehE2834,,1
F-wTI8oG5vU,,1
t7yIXLx5on0,,1
Wqcb6tFopps,,1
IVZtVj5uvuY,,1
fLT4khk-aQA,,1
ISV20UZ-ze4,,1
PKLQDHrx48U,,1
aXvcdqvjUHU,,1
1jpuNAYcS2o,,1
GxmJBAIoWUo,,1
13yD5sS6jag,,1
ChlomED7A0Q,,1
3bTajfD48fk,,1
XfnKMK1JZUE,,1
MqO_8OMln2g,,1
fXLhtEsdMwk,,1
Euji9kz7p7s,,1
mSf1K-qaruo,,1
jZGt586HJKw,,1
XUoPFp7MGVI,,1
YffOWpFfAGw,,1
uqjqGgfwpwc,,1
2dGO23bMspA,,1
wJBV_ERU3bI,,1
POcHoKh0hm4,,1
FtHaoQekJ3g,,1
ZsvpAL0CQZI,,1
6LntHORLd8M,,1
LKWFkELeYwc,,1
kenYPzfi-SU,,1
cIlGo42_hg0,,1
tcTqm-r1_E0,,1
B7fMTbrx3sI,,1
T5P8V-0dgVE,,1
GqBj3JRc7x8,,1
BY1K_JTiNGs,,1
CqQlY0EttgA,,1
-EG_dSPCGOw,,1
vsmqoDwelz4,,1
xHojhhqXzeA,,1
2aOYRdbuhk0,,1
mkvcO6N0Dgg,,1
EqhkQ4eX_cs,,1
amUyhWf5OCU,,1
G4z6_qLl628,,1
XNlMK8Unk2Y,,1
T8YMHqZLevc,,1
tbxblyMCUSo,,1
r7yrwFDhXOM,,1
Y4ZhMXEy-Pw,,1
LaVurJaUTPw,,1
v7vYCB19KpM,,1
N-jSin_-rmE,,1
H4t0bm01qkg,,1
zAB5AC9yhY0,,1
RTubLudHvqk,,1
dkhsfqfsUOs,,1
YmydvgY_mCk,,1
i-NSkQF6mqA,,1
4zaCRI3j86s,,1
S-zNZ1AB_K4,,1
PsXFfrDxvvM,,1
_LKhpVHHSCg,,1
JMI6tlGRFeo,,1
Wxjv6MjydCY,,1
o796xzCNcpk,,1
yR6wLrLI8Ps,,1
ymOY8_7vGwo,,1
LVMnsycQAgQ,,1
ok-plXXHlWw,,1
CNd_ofamRWk,,1
P4mWSh7idXo,,1
9qKf8NEnjB8,,1
fIEAvqhc9Hw,,1
BB2hXAk2e2s,,1
BHKzs7mLG7c,,1
9VpJ5ci5zcw,,1
jgtiMirLIQc,,1
_GXLRV3b0pA,,1
T-bTG5l5_28,,1
4rgAq9IFUHM,,1
vmTj-XVRdfM,,1
tIxc7MpgOzU,,1
XGGEscYUThI,,1
gZCw9bUJ6q8,,1
xMmWr-aiTuY,,1
XY3bKu1zL5s,,1
stHjz9BZRHQ,,1
gqOryQxI7as,,1
XF5yhwdZ5Bc,,1
HzgF2M0k0wI,,1
B46PbfSnGas,,1
fnGNg5Z_Okc,,1
Bxxk27xpxHg,,1
dWZNwAniFZw,,1
bIPl71ZeOYk,,1
lP--QgLFIC4,,1
MWxmle3f4LE,,1
jhoyU21H1fc,,1
qnjS048Di08,,1
awCnI6zQ2pI,,1
uoQaOCT2W2c,,1
n9aE1IJhd8I,,1
2OV4WYp9RxI,,1
D-5X29bj4-s,,1
hxtgWSpTC0o,,1
rgTVCpq_vD0,,1
C5UTW7nrAnc,,1
l4UgZBs7ZGo,,1
0aFhzGEBQlk,,1
-VqsU1VK3mU,,1
KfuARMCyTvg,,1
